aid	chapter	verse	ayah	jmlh
4630	12	50	وقال الْملكُ ائْتُونى به فلما جاءهُ الرسُولُ قال ارْجعْ إلى ربك فسْـلْهُ ما بالُ النسْوة التى قطعْن أيْديهُن إن ربى بكيْدهن عليم	وقال الْملكُ ائْتُونى به
4631	12	50	وقال الْملكُ ائْتُونى به فلما جاءهُ الرسُولُ قال ارْجعْ إلى ربك فسْـلْهُ ما بالُ النسْوة التى قطعْن أيْديهُن إن ربى بكيْدهن عليم	فلما جاءهُ الرسُولُ قال ارْجعْ إلى ربك فسْـلْهُ ما بالُ النسْوة التى قطعْن أيْديهُن إن ربى بكيْدهن عليم
4632	12	51	قال ما خطْبُكُن إذْ رودتُن يُوسُف عن نفْسه قُلْن حش لله ما علمْنا عليْه من سُوءٍ قالت امْرأتُ الْعزيز الْـن حصْحص الْحقُ أنا رودتُهُ عن نفْسه وإنهُ لمن الصدقين	قال ما خطْبُكُن إذْ رودتُن يُوسُف عن نفْسه
4633	12	51	قال ما خطْبُكُن إذْ رودتُن يُوسُف عن نفْسه قُلْن حش لله ما علمْنا عليْه من سُوءٍ قالت امْرأتُ الْعزيز الْـن حصْحص الْحقُ أنا رودتُهُ عن نفْسه وإنهُ لمن الصدقين	قُلْن حش لله ما علمْنا عليْه من سُوءٍ
4634	12	51	قال ما خطْبُكُن إذْ رودتُن يُوسُف عن نفْسه قُلْن حش لله ما علمْنا عليْه من سُوءٍ قالت امْرأتُ الْعزيز الْـن حصْحص الْحقُ أنا رودتُهُ عن نفْسه وإنهُ لمن الصدقين	قالت امْرأتُ الْعزيز
4635	12	51	قال ما خطْبُكُن إذْ رودتُن يُوسُف عن نفْسه قُلْن حش لله ما علمْنا عليْه من سُوءٍ قالت امْرأتُ الْعزيز الْـن حصْحص الْحقُ أنا رودتُهُ عن نفْسه وإنهُ لمن الصدقين	الْـن حصْحص الْحقُ
4636	12	51	قال ما خطْبُكُن إذْ رودتُن يُوسُف عن نفْسه قُلْن حش لله ما علمْنا عليْه من سُوءٍ قالت امْرأتُ الْعزيز الْـن حصْحص الْحقُ أنا رودتُهُ عن نفْسه وإنهُ لمن الصدقين	أنا رودتُهُ عن نفْسه
4637	12	51	قال ما خطْبُكُن إذْ رودتُن يُوسُف عن نفْسه قُلْن حش لله ما علمْنا عليْه من سُوءٍ قالت امْرأتُ الْعزيز الْـن حصْحص الْحقُ أنا رودتُهُ عن نفْسه وإنهُ لمن الصدقين	وإنهُ لمن الصدقين
4638	12	52	ذلك ليعْلم أنى لمْ أخُنْهُ بالْغيْب وأن الله لا يهْدى كيْد الْخائنين	ذلك ليعْلم أنى لمْ أخُنْهُ بالْغيْب
4639	12	52	ذلك ليعْلم أنى لمْ أخُنْهُ بالْغيْب وأن الله لا يهْدى كيْد الْخائنين	وأن الله لا يهْدى كيْد الْخائنين
4640	12	53	وما أُبرئُ نفْسى إن النفْس لأمارة بالسُوء إلا ما رحم ربى إن ربى غفُور رحيم	وما أُبرئُ نفْسى
4641	12	53	وما أُبرئُ نفْسى إن النفْس لأمارة بالسُوء إلا ما رحم ربى إن ربى غفُور رحيم	إن النفْس لأمارة بالسُوء
4642	12	53	وما أُبرئُ نفْسى إن النفْس لأمارة بالسُوء إلا ما رحم ربى إن ربى غفُور رحيم	إلا ما رحم ربى
4643	12	53	وما أُبرئُ نفْسى إن النفْس لأمارة بالسُوء إلا ما رحم ربى إن ربى غفُور رحيم	إن ربى غفُور رحيم
4644	12	54	وقال الْملكُ ائْتُونى به أسْتخْلصْهُ لنفْسى فلما كلمهُ قال إنك الْيوْم لديْنا مكين أمين	وقال الْملكُ ائْتُونى به أسْتخْلصْهُ لنفْسى
4645	12	54	وقال الْملكُ ائْتُونى به أسْتخْلصْهُ لنفْسى فلما كلمهُ قال إنك الْيوْم لديْنا مكين أمين	فلما كلمهُ قال إنك الْيوْم لديْنا مكين أمين
4646	12	55	قال اجْعلْنى على خزائن الْأرْض إنى حفيظ عليم	قال اجْعلْنى على خزائن الْأرْض إنى حفيظ عليم
4647	12	56	وكذلك مكنا ليُوسُف فى الْأرْض يتبوأُ منْها حيْثُ يشاءُ نُصيبُ برحْمتنا من نشاءُ ولا نُضيعُ أجْر الْمُحْسنين	وكذلك
4648	12	56	وكذلك مكنا ليُوسُف فى الْأرْض يتبوأُ منْها حيْثُ يشاءُ نُصيبُ برحْمتنا من نشاءُ ولا نُضيعُ أجْر الْمُحْسنين	مكنا ليُوسُف فى الْأرْض يتبوأُ منْها حيْثُ يشاءُ
4649	12	56	وكذلك مكنا ليُوسُف فى الْأرْض يتبوأُ منْها حيْثُ يشاءُ نُصيبُ برحْمتنا من نشاءُ ولا نُضيعُ أجْر الْمُحْسنين	نُصيبُ برحْمتنا من نشاءُ
4650	12	56	وكذلك مكنا ليُوسُف فى الْأرْض يتبوأُ منْها حيْثُ يشاءُ نُصيبُ برحْمتنا من نشاءُ ولا نُضيعُ أجْر الْمُحْسنين	ولا نُضيعُ أجْر الْمُحْسنين
4651	12	57	ولأجْرُ الْءاخرة خيْر للذين ءامنُوا وكانُوا يتقُون	ولأجْرُ الْءاخرة خيْر للذين ءامنُوا
4652	12	57	ولأجْرُ الْءاخرة خيْر للذين ءامنُوا وكانُوا يتقُون	وكانُوا يتقُون
4653	12	58	وجاء إخْوةُ يُوسُف فدخلُوا عليْه فعرفهُمْ وهُمْ لهُ مُنكرُون	وجاء إخْوةُ يُوسُف
4654	12	58	وجاء إخْوةُ يُوسُف فدخلُوا عليْه فعرفهُمْ وهُمْ لهُ مُنكرُون	فدخلُوا عليْه
4655	12	58	وجاء إخْوةُ يُوسُف فدخلُوا عليْه فعرفهُمْ وهُمْ لهُ مُنكرُون	فعرفهُمْ وهُمْ لهُ مُنكرُون
4656	12	59	ولما جهزهُم بجهازهمْ قال ائْتُونى بأخٍ لكُم منْ أبيكُمْ ألا تروْن أنى أُوفى الْكيْل وأنا خيْرُ الْمُنزلين	ولما جهزهُم بجهازهمْ قال ائْتُونى بأخٍ لكُم منْ أبيكُمْ ألا تروْن أنى أُوفى الْكيْل وأنا خيْرُ الْمُنزلين فإن لمْ تأْتُونى به فلا كيْل لكُمْ عندى ولا تقْربُون
4656	12	60	فإن لمْ تأْتُونى به فلا كيْل لكُمْ عندى ولا تقْربُون	ولما جهزهُم بجهازهمْ قال ائْتُونى بأخٍ لكُم منْ أبيكُمْ ألا تروْن أنى أُوفى الْكيْل وأنا خيْرُ الْمُنزلين فإن لمْ تأْتُونى به فلا كيْل لكُمْ عندى ولا تقْربُون
4657	12	61	قالُوا سنُرودُ عنْهُ أباهُ وإنا لفعلُون	قالُوا سنُرودُ عنْهُ أباهُ وإنا لفعلُون
4658	12	62	وقال لفتْينه اجْعلُوا بضعتهُمْ فى رحالهمْ لعلهُمْ يعْرفُونها إذا انقلبُوا إلى أهْلهمْ لعلهُمْ يرْجعُون	وقال لفتْينه اجْعلُوا بضعتهُمْ فى رحالهمْ لعلهُمْ يعْرفُونها إذا انقلبُوا إلى أهْلهمْ لعلهُمْ يرْجعُون
4659	12	63	فلما رجعُوا إلى أبيهمْ قالُوا يأبانا مُنع منا الْكيْلُ فأرْسلْ معنا أخانا نكْتلْ وإنا لهُ لحفظُون	فلما رجعُوا إلى أبيهمْ قالُوا يأبانا مُنع منا الْكيْلُ فأرْسلْ معنا أخانا نكْتلْ وإنا لهُ لحفظُون
4660	12	64	قال هلْ ءامنُكُمْ عليْه إلا كما أمنتُكُمْ على أخيه من قبْلُ فاللهُ خيْر حفظًا وهُو أرْحمُ الرحمين	قال هلْ ءامنُكُمْ عليْه إلا كما أمنتُكُمْ على أخيه من قبْلُ فاللهُ خيْر حفظًا وهُو أرْحمُ الرحمين
4661	12	65	ولما فتحُوا متعهُمْ وجدُوا بضعتهُمْ رُدتْ إليْهمْ قالُوا يأبانا ما نبْغى هذه بضعتُنا رُدتْ إليْنا ونميرُ أهْلنا ونحْفظُ أخانا ونزْدادُ كيْل بعيرٍ ذلك كيْل يسير	ولما فتحُوا متعهُمْ وجدُوا بضعتهُمْ رُدتْ إليْهمْ
4662	12	65	ولما فتحُوا متعهُمْ وجدُوا بضعتهُمْ رُدتْ إليْهمْ قالُوا يأبانا ما نبْغى هذه بضعتُنا رُدتْ إليْنا ونميرُ أهْلنا ونحْفظُ أخانا ونزْدادُ كيْل بعيرٍ ذلك كيْل يسير	قالُوا يأبانا ما نبْغى
4663	12	65	ولما فتحُوا متعهُمْ وجدُوا بضعتهُمْ رُدتْ إليْهمْ قالُوا يأبانا ما نبْغى هذه بضعتُنا رُدتْ إليْنا ونميرُ أهْلنا ونحْفظُ أخانا ونزْدادُ كيْل بعيرٍ ذلك كيْل يسير	هذه بضعتُنا رُدتْ إليْنا ونميرُ أهْلنا ونحْفظُ أخانا ونزْدادُ كيْل بعيرٍ
4664	12	65	ولما فتحُوا متعهُمْ وجدُوا بضعتهُمْ رُدتْ إليْهمْ قالُوا يأبانا ما نبْغى هذه بضعتُنا رُدتْ إليْنا ونميرُ أهْلنا ونحْفظُ أخانا ونزْدادُ كيْل بعيرٍ ذلك كيْل يسير	ذلك كيْل يسير
4665	12	66	قال لنْ أُرْسلهُ معكُمْ حتى تُؤْتُون موْثقًا من الله لتأْتُننى به إلا أن يُحاط بكُمْ فلما ءاتوْهُ موْثقهُمْ قال اللهُ على ما نقُولُ وكيل	قال لنْ أُرْسلهُ معكُمْ حتى تُؤْتُون موْثقًا من الله لتأْتُننى به إلا أن يُحاط بكُمْ
4666	12	66	قال لنْ أُرْسلهُ معكُمْ حتى تُؤْتُون موْثقًا من الله لتأْتُننى به إلا أن يُحاط بكُمْ فلما ءاتوْهُ موْثقهُمْ قال اللهُ على ما نقُولُ وكيل	فلما ءاتوْهُ موْثقهُمْ قال اللهُ على ما نقُولُ وكيل
4667	12	67	وقال يبنىـ لا تدْخُلُوا من بابٍ وحدٍ وادْخُلُوا منْ أبْوبٍ مُتفرقةٍ وما أُغْنى عنكُم من الله من شىْءٍ إن الْحُكْمُ إلا لله عليْه توكلْتُ وعليْه فلْيتوكل الْمُتوكلُون	وقال يبنىـ لا تدْخُلُوا من بابٍ وحدٍ وادْخُلُوا منْ أبْوبٍ مُتفرقةٍ وما أُغْنى عنكُم من الله من شىْءٍ
4668	12	67	وقال يبنىـ لا تدْخُلُوا من بابٍ وحدٍ وادْخُلُوا منْ أبْوبٍ مُتفرقةٍ وما أُغْنى عنكُم من الله من شىْءٍ إن الْحُكْمُ إلا لله عليْه توكلْتُ وعليْه فلْيتوكل الْمُتوكلُون	إن الْحُكْمُ إلا لله
4669	12	67	وقال يبنىـ لا تدْخُلُوا من بابٍ وحدٍ وادْخُلُوا منْ أبْوبٍ مُتفرقةٍ وما أُغْنى عنكُم من الله من شىْءٍ إن الْحُكْمُ إلا لله عليْه توكلْتُ وعليْه فلْيتوكل الْمُتوكلُون	عليْه توكلْتُ وعليْه
4670	12	67	وقال يبنىـ لا تدْخُلُوا من بابٍ وحدٍ وادْخُلُوا منْ أبْوبٍ مُتفرقةٍ وما أُغْنى عنكُم من الله من شىْءٍ إن الْحُكْمُ إلا لله عليْه توكلْتُ وعليْه فلْيتوكل الْمُتوكلُون	فلْيتوكل الْمُتوكلُون
4671	12	68	ولما دخلُوا منْ حيْثُ أمرهُمْ أبُوهُم ما كان يُغْنى عنْهُم من الله من شىْءٍ إلا حاجةً فى نفْس يعْقُوب قضىها وإنهُ لذُو علْمٍ لما علمْنهُ ولكن أكْثر الناس لا يعْلمُون	ولما دخلُوا منْ حيْثُ أمرهُمْ أبُوهُم ما كان يُغْنى عنْهُم من الله من شىْءٍ
4672	12	68	ولما دخلُوا منْ حيْثُ أمرهُمْ أبُوهُم ما كان يُغْنى عنْهُم من الله من شىْءٍ إلا حاجةً فى نفْس يعْقُوب قضىها وإنهُ لذُو علْمٍ لما علمْنهُ ولكن أكْثر الناس لا يعْلمُون	إلا حاجةً فى نفْس يعْقُوب قضىها
4673	12	68	ولما دخلُوا منْ حيْثُ أمرهُمْ أبُوهُم ما كان يُغْنى عنْهُم من الله من شىْءٍ إلا حاجةً فى نفْس يعْقُوب قضىها وإنهُ لذُو علْمٍ لما علمْنهُ ولكن أكْثر الناس لا يعْلمُون	وإنهُ لذُو علْمٍ لما علمْنهُ
